id,file,line,context,original,translation,status,error
2de2ea5f,datums/emergency_calls/deathsquad.dm,12,to_chat,"<B>Today, you and your squadmates are sent by Nanotrasen to the TGMC vessel, [SSmapping.configs[SHIP_MAP].map_name], after a long period of [pick(""cryostasis"", ""rest and relaxation"")].</b>","<B>今天，你和你的小队成员被纳米特拉森派遣至TGMC舰船[SSmapping.configs[SHIP_MAP].map_name]，在经历了漫长的[pick(""cryostasis"", ""rest and relaxation"")]之后。</b>",translated,
8a9537ff,datums/emergency_calls/deathsquad.dm,40,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are the leader of the elite Asset Protection commando squad."")]</p>","<p style='font-size:1.5em'>[span_notice(""You are the leader of the elite Asset Protection commando squad."")]</p>",translated,
5639a32c,datums/emergency_calls/deathsquad.dm,46,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a member of the elite Asset Protection commando squad."")]</p>","<p style='font-size:1.5em'>[span_notice(""You are a member of the elite Asset Protection commando squad."")]</p>",translated,
851a2ae3,datums/emergency_calls/deathsquad.dm,51,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a member of the elite Asset Protection commando squad."")]</p>","<p style='font-size:1.5em'>[span_notice(""You are a member of the elite Asset Protection commando squad."")]</p>",translated,
3d1c058e,datums/emergency_calls/emergency_call.dm,81,to_chat,"<br><font size='3'>[span_attack(""An emergency beacon has been activated. Use the <B>Ghost > <a href='byond://?src=[REF(M)];join_ert=1'>Join Response Team</a></b> verb to join!"")]</font><br>","<br><font size='3'>[span_attack(""An emergency beacon has been activated. Use the <B>Ghost > <a href='byond://?src=[REF(M)];join_ert=1'>Join Response Team</a></b> verb to join!"")]</font><br>",translated,
fa6a223f,datums/emergency_calls/emergency_call.dm,82,to_chat,"[span_attack(""You cannot join if you have Ghosted before this message."")]<br>","[span_attack(""You cannot join if you have Ghosted before this message."")]<br>",translated,
cb1e16af,datums/emergency_calls/erp.dm,30,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are an ERP Master Prankster sent to entertain & prank at the TGMC distress signal location sent nearby. Coordinate your fellow entertainers & pranksters in bringing joy to this situation!"")]</p>","<p style='font-size:1.5em'>[span_notice(""You are an ERP Master Prankster sent to entertain & prank at the TGMC distress signal location sent nearby. Coordinate your fellow entertainers & pranksters in bringing joy to this situation!"")]</p>",translated,
431fc102,datums/emergency_calls/erp.dm,36,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are an ERP Pie Thrower sent to entertain & prank at the TGMC distress signal location sent nearby. Fire your amazing explosive pies at the sources of anti-fun!"")]</p>","<p style='font-size:1.5em'>[span_notice(""You are an ERP Pie Thrower sent to entertain & prank at the TGMC distress signal location sent nearby. Fire your amazing explosive pies at the sources of anti-fun!"")]</p>",translated,
8fd28ef9,datums/emergency_calls/erp.dm,42,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are an ERP Boo-boo Kisser sent to entertain & prank at the TGMC distress signal location sent nearby. Use your anti-boo-boo equipment to keep your fellow pranksters alive & FUN!"")]</p>","<p style='font-size:1.5em'>[span_notice(""You are an ERP Boo-boo Kisser sent to entertain & prank at the TGMC distress signal location sent nearby. Use your anti-boo-boo equipment to keep your fellow pranksters alive & FUN!"")]</p>",translated,
55846bb8,datums/emergency_calls/erp.dm,47,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are an ERP Prankster sent to entertain & prank at the TGMC distress signal location sent nearby. Entertain your friends & prank sources of anti-fun!"")]</p>","<p style='font-size:1.5em'>[span_notice(""You are an ERP Prankster sent to entertain & prank at the TGMC distress signal location sent nearby. Entertain your friends & prank sources of anti-fun!"")]</p>",translated,
3e252335,datums/emergency_calls/freelancers.dm,16,to_chat,"<B>You are part of a [pick(75;""distant"", 25;""close"")] family in a colony of [pick(25;""a space station"", 25;""Earth"", 50;""one of the many colonized planets"")].</b>","<B>你是[pick(25;""a space station"", 25;""Earth"", 50;""one of the many colonized planets"")]殖民地中一个[pick(75;""distant"", 25;""close"")]家庭的成员。</b>",translated,
179bd5d1,datums/emergency_calls/freelancers.dm,17,to_chat,"<B>However, due to [pick(""a famine"", ""a poverty"", ""a disease outbreak"", ""a small-scale disaster"", ""an uprising"", ""a mutiny"", ""the unbearable conditions"", ""the bad state"", ""the harsh opinion"")] in your colony, you abandoned her. You were then hired by [pick(""your cousin, who is a freelancer"", ""some freelancers"", ""a group of freelancers"", ""a squad of ex-military freelancers"", ""your long-lived companion, who is a freelancer"")] to be part of a freelance mercenary group.</b>","<B>然而，由于[pick(""a famine"", ""a poverty"", ""a disease outbreak"", ""a small-scale disaster"", ""an uprising"", ""a mutiny"", ""the unbearable conditions"", ""the bad state"", ""the harsh opinion"")]在您的殖民地发生，您抛弃了她。随后，您被[pick(""your cousin, who is a freelancer"", ""some freelancers"", ""a group of freelancers"", ""a squad of ex-military freelancers"", ""your long-lived companion, who is a freelancer"")]雇佣，成为一支自由佣兵小队的一员。</b>",translated,
b424ae21,datums/emergency_calls/icc.dm,48,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a trained member of the ICCGF, unlike most you are a dedicated infantryman, better known as a 'Guardsman'. You have been attached to this ICCN group to investigate the TGMC distress signal sent nearby. Be the vanguard of your squad!"")]</p>","<p style='font-size:1.5em'>[span_notice(""You are a trained member of the ICCGF, unlike most you are a dedicated infantryman, better known as a 'Guardsman'. You have been attached to this ICCN group to investigate the TGMC distress signal sent nearby. Be the vanguard of your squad!"")]</p>",translated,
10aebd5f,datums/emergency_calls/imperium.dm,6,to_chat,"<B>You grew up [pick(""on Cadia, the guardsmen factory"", ""on Holy Terra, the cradle of the Imperium"")] to [pick(5;""a wealthy family of nobles, but you weren't as good as they wanted you to be, so they kicked you out"",95;""a poor family that let you go on your own after you reached mature age, you never saw them again"")].</B>","<B>你在[pick(""on Cadia, the guardsmen factory"", ""on Holy Terra, the cradle of the Imperium"")]长大，后来搬到了[pick(5;""a wealthy family of nobles, but you weren't as good as they wanted you to be, so they kicked you out"",95;""a poor family that let you go on your own after you reached mature age, you never saw them again"")]。</B>",translated,
08e2375f,datums/emergency_calls/imperium.dm,7,to_chat,"<B>You joined the Imperial Guard because [pick(""you had nothing to lose, so you went with the worst, at least you could be somewhat useful"", ""after having your life be nothing but misery, you decided to make it even worse"")].</B>","<B>你加入帝国卫队是因为[pick(""you had nothing to lose, so you went with the worst, at least you could be somewhat useful"", ""after having your life be nothing but misery, you decided to make it even worse"")]。</B>",translated,
b37e8c8f,datums/emergency_calls/imperium.dm,31,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a veteran of the Imperial Guard, a sergeant.\nYou lead your men to battle, and have fought many times."")] [span_danger(""FOR THE EMPEROR!"")]</p>","<p style='font-size:1.5em'>[span_notice(""You are a veteran of the Imperial Guard, a sergeant.\nYou lead your men to battle, and have fought many times."")] [span_danger(""FOR THE EMPEROR!"")]</p>",translated,
4ab911af,datums/emergency_calls/imperium.dm,37,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a medicae of the Imperial Guard, a medic.\nYou help fellow guardsmen to live, and if they cannot be saved, you end their suffering."")] [span_danger(""FOR THE EMPEROR!"")]</p>","<p style='font-size:1.5em'>[span_notice(""You are a medicae of the Imperial Guard, a medic.\nYou help fellow guardsmen to live, and if they cannot be saved, you end their suffering."")] [span_danger(""FOR THE EMPEROR!"")]</p>",translated,
02c76d70,datums/emergency_calls/imperium.dm,43,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a member of the Imperial Guard, a lowly guardsman.\nThere are many like you, but you are special in your own way.\n"")][span_danger(""FOR THE EMPEROR!"")]</p>","<p style='font-size:1.5em'>[span_notice(""You are a member of the Imperial Guard, a lowly guardsman.\nThere are many like you, but you are special in your own way.\n"")][span_danger(""FOR THE EMPEROR!"")]</p>",translated,
ca7c279c,datums/emergency_calls/pizza.dm,29,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a Zippy Pizza delivery person and are assigned by your employers to... deliver pizza on the ship via distress signal!"")]</p>","<p style='font-size:1.5em'>[span_notice(""You are a Zippy Pizza delivery person and are assigned by your employers to... deliver pizza on the ship via distress signal!"")]</p>",translated,
655710b3,datums/emergency_calls/pmc.dm,16,to_chat,"<B>After leaving your [pick(75;""distant"", 20;""close"", 5;""ever-lovingly close"")] [pick(""family"", ""friends"", ""band of friends"", ""friend group"", ""relatives"", ""cousins"")] [pick(""behind"", ""behind in safety"", ""behind secretly"", ""behind regrettably"")], you decided to join the ranks of a private military contracting group working for Nanotrasen.</b>","<B>离开你的[pick(75;""distant"", 20;""close"", 5;""ever-lovingly close"")][pick(""family"", ""friends"", ""band of friends"", ""friend group"", ""relatives"", ""cousins"")][pick(""behind"", ""behind in safety"", ""behind secretly"", ""behind regrettably"")]后，你决定加入为纳米特拉森工作的私营军事承包集团。",translated,
28a01651,datums/emergency_calls/pmc.dm,17,to_chat,"<B>Working there has proven to be [pick(50;""very"", 20;""somewhat"", 5;""astoundingly"")] profitable for you.</b>","<B>在那里工作对你来说已被证明是[pick(50;""very"", 20;""somewhat"", 5;""astoundingly"")]有利可图的。</b>",translated,
2873b046,datums/emergency_calls/pmc.dm,18,to_chat,"<B>While you are [pick(""enlisted as"", ""officially"", ""part-time officially"", ""privately"")] [pick(""an employee"", ""a security officer"", ""an officer"")], much of your work is off the books. You work as a skilled rapid-response contractor.</b>","<B>虽然你名义上是[pick(""enlisted as"", ""officially"", ""part-time officially"", ""privately"")] [pick(""an employee"", ""a security officer"", ""an officer"")]，但大部分工作都是非官方的。你是一名技术娴熟的快速反应承包商。</b>",translated,
e5ed69a4,datums/emergency_calls/pmc.dm,45,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are the leader of this private military contractor team in responding to the TGMC distress signal sent out nearby. Address the situation and get your team to safety!"")]</p>","<p style='font-size:1.5em'>[span_notice(""You are the leader of this private military contractor team in responding to the TGMC distress signal sent out nearby. Address the situation and get your team to safety!"")]</p>",translated,
b46b852f,datums/emergency_calls/pmc.dm,51,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a PMC heavy gunner assigned to this team to respond to the TGMC distress signal sent out nearby. Be the back guard of your squad!"")]</p>","<p style='font-size:1.5em'>[span_notice(""You are a PMC heavy gunner assigned to this team to respond to the TGMC distress signal sent out nearby. Be the back guard of your squad!"")]</p>",translated,
9da81853,datums/emergency_calls/pmc.dm,58,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a PMC heavy sniper assigned to this team to respond to the TGMC distress signal sent out nearby. Support your squad with long ranged firepower!"")]</p>","<p style='font-size:1.5em'>[span_notice(""You are a PMC heavy sniper assigned to this team to respond to the TGMC distress signal sent out nearby. Support your squad with long ranged firepower!"")]</p>",translated,
0b85c521,datums/emergency_calls/pmc.dm,64,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a private military contractor assigned to this team to respond to the TGMC distress signal sent out nearby. Assist your team and protect NT's interests whenever possible!"")]</p>","<p style='font-size:1.5em'>[span_notice(""You are a private military contractor assigned to this team to respond to the TGMC distress signal sent out nearby. Assist your team and protect NT's interests whenever possible!"")]</p>",translated,
10898d71,datums/emergency_calls/sectoid.dm,38,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are the leader of this scouting expedition. You are able to use your stronger psionic powers to protect yourself from harm."")]</p>","<p style='font-size:1.5em'>[span_notice(""You are the leader of this scouting expedition. You are able to use your stronger psionic powers to protect yourself from harm."")]</p>",translated,
ab6fc7c2,datums/emergency_calls/sectoid.dm,44,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a psionic warrior, with moderate psionic potential."")]</p>","<p style='font-size:1.5em'>[span_notice(""You are a psionic warrior, with moderate psionic potential."")]</p>",translated,
1c64ebc0,datums/emergency_calls/sectoid.dm,50,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a grunt, with limited psionic potential."")]</p>","<p style='font-size:1.5em'>[span_notice(""You are a grunt, with limited psionic potential."")]</p>",translated,
b294a1c9,datums/emergency_calls/skeleton.dm,34,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are the skeleton-in-chief. Lead your long-dead comrades to un-undeath or glory."")]</p>","<p style='font-size:1.5em'>[span_notice(""You are the skeleton-in-chief. Lead your long-dead comrades to un-undeath or glory."")]</p>",translated,
8252cc62,datums/emergency_calls/skeleton.dm,39,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a skeleton, with cool bones and stuff."")]</p>","<p style='font-size:1.5em'>[span_notice(""You are a skeleton, with cool bones and stuff."")]</p>",translated,
59f96036,datums/emergency_calls/sons_of_mars_breachers.dm,10,to_chat,"<B>You [pick(""grew up in the mines working in horrible conditions until signing up to"", ""were part of a poor family until you decided to leave to join"", ""were born on a colony on Mars to a family of several brothers and sisters before leaving to"", ""worked at horrible conditions in the mines until deciding to leave to join"", ""have a proud family tradition of military service so enrolled as early as possible to serve"")] the Sons of Mars (SoM).</b>","<B>你 [pick(""grew up in the mines working in horrible conditions until signing up to"", ""were part of a poor family until you decided to leave to join"", ""were born on a colony on Mars to a family of several brothers and sisters before leaving to"", ""worked at horrible conditions in the mines until deciding to leave to join"", ""have a proud family tradition of military service so enrolled as early as possible to serve"")] 火星之子（SoM）。</b>",translated,
bc335c7d,datums/emergency_calls/sons_of_mars_breachers.dm,11,to_chat,"<B>Due to your [pick(""marked distinction in combat"", ""ruthless record fighting against TGMC"", ""family's connections"", ""previous failures in combat"")] you have been assigned to the 5th Special Assault Force of the SOM.</b>","<B>鉴于您的[pick(""marked distinction in combat"", ""ruthless record fighting against TGMC"", ""family's connections"", ""previous failures in combat"")]，您已被分配至SOM第五特种突击部队。</b>",translated,
12aaadb7,datums/emergency_calls/sons_of_mars_breachers.dm,42,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a member of the Sons of Mars assigned to lead this elite breaching team, sent to response to the TGMC distress signal sent out nearby. Lead your team with conviction and crush the Terra Gov scum!"")]</p>","<p style='font-size:1.5em'>[span_notice(""You are a member of the Sons of Mars assigned to lead this elite breaching team, sent to response to the TGMC distress signal sent out nearby. Lead your team with conviction and crush the Terra Gov scum!"")]</p>",translated,
97333a4e,datums/emergency_calls/sons_of_mars_breachers.dm,47,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a Sons of Mars medic assigned to this elite breaching team, sent to response to the TGMC distress signal sent out nearby. Keep your squad alive in this fight!"")]</p>","<p style='font-size:1.5em'>[span_notice(""You are a Sons of Mars medic assigned to this elite breaching team, sent to response to the TGMC distress signal sent out nearby. Keep your squad alive in this fight!"")]</p>",translated,
c3b45744,datums/emergency_calls/sons_of_mars_breachers.dm,53,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a veteran of the Sons of Mars trusted with specialised weaponry. You are assigned to this elite breaching team, sent to response to the TGMC distress signal sent out nearby. Do them proud and kill all who stand in your way!"")]</p>","<p style='font-size:1.5em'>[span_notice(""You are a veteran of the Sons of Mars trusted with specialised weaponry. You are assigned to this elite breaching team, sent to response to the TGMC distress signal sent out nearby. Do them proud and kill all who stand in your way!"")]</p>",translated,
f070aafa,datums/emergency_calls/sonsofmars.dm,11,to_chat,"<B>You [pick(""grew up in the mines working in horrible conditions until signing up to"", ""were part of a poor family until you decided to leave to join"", ""were born on a colony on Mars to a family of several brothers and sisters before leaving to"", ""worked at horrible conditions in the mines until deciding to leave to join"")] the Sons of Mars (SoM).</b>","<B>你 [pick(""grew up in the mines working in horrible conditions until signing up to"", ""were part of a poor family until you decided to leave to join"", ""were born on a colony on Mars to a family of several brothers and sisters before leaving to"", ""worked at horrible conditions in the mines until deciding to leave to join"")] 火星之子（SoM）。</b>",translated,
480f0c95,datums/emergency_calls/sonsofmars.dm,41,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a member of the Sons of Mars assigned to lead this fireteam to the TGMC distress signal sent out nearby. Lead your fireteam to top-working conidition!"")]</p>","<p style='font-size:1.5em'>[span_notice(""You are a member of the Sons of Mars assigned to lead this fireteam to the TGMC distress signal sent out nearby. Lead your fireteam to top-working conidition!"")]</p>",translated,
bad70c6d,datums/emergency_calls/sonsofmars.dm,46,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a Sons of Mars medic assigned to this fireteam to respond to the TGMC distress signal sent out nearby. Keep your squad alive in this fight!"")]</p>","<p style='font-size:1.5em'>[span_notice(""You are a Sons of Mars medic assigned to this fireteam to respond to the TGMC distress signal sent out nearby. Keep your squad alive in this fight!"")]</p>",translated,
71f62075,datums/emergency_calls/sonsofmars.dm,52,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a veteran of the Sons of Mars trusted with specialised weaponry. You are assigned to this fireteam to respond to the TGMC distress signal sent out nearby. Do them proud and kill all who stand in your teams way!"")]</p>","<p style='font-size:1.5em'>[span_notice(""You are a veteran of the Sons of Mars trusted with specialised weaponry. You are assigned to this fireteam to respond to the TGMC distress signal sent out nearby. Do them proud and kill all who stand in your teams way!"")]</p>",translated,
b6626d7b,datums/emergency_calls/sonsofmars.dm,58,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a veteran of the Sons of Mars and are assigned to this fireteam to respond to the TGMC distress signal sent out nearby. Do them proud and kill all who stand in your teams way!"")]</p>","<p style='font-size:1.5em'>[span_notice(""You are a veteran of the Sons of Mars and are assigned to this fireteam to respond to the TGMC distress signal sent out nearby. Do them proud and kill all who stand in your teams way!"")]</p>",translated,
a465a59a,datums/emergency_calls/special_forces.dm,40,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are the specially trained drone operator of this special force group directed to investigate the TGMC distress signal sent nearby. Don't let you and your team's guard down!"")]</p>","<p style='font-size:1.5em'>[span_notice(""You are the specially trained drone operator of this special force group directed to investigate the TGMC distress signal sent nearby. Don't let you and your team's guard down!"")]</p>",translated,
e231cd01,datums/emergency_calls/special_forces.dm,46,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a specially trained member of this special force group directed to investigate the TGMC distress signal sent nearby. Be the vanguard of your squad!"")]</p>","<p style='font-size:1.5em'>[span_notice(""You are a specially trained member of this special force group directed to investigate the TGMC distress signal sent nearby. Be the vanguard of your squad!"")]</p>",translated,
52e1d825,datums/emergency_calls/upp.dm,9,to_chat,"<B>You grew up on [pick(50;""an asteriod"", 25;""a famished colony"", 25;""a classified station"")] with [pick(75;""few"", 25;""some"")] belongings or luxuries.</B>","<B>你在[pick(50;""an asteriod"", 25;""a famished colony"", 25;""a classified station"")]长大，拥有[pick(75;""few"", 25;""some"")]的财产或奢侈品。</B>",translated,
96393fe8,datums/emergency_calls/upp.dm,10,to_chat,"<B>The family you grew up with were [pick(50;""getting by"", 25;""impoverished"", 25;""starving"")] and you were one of [pick(10;""two"", 20;""three"", 30;""four"", 20;""five"", 20;""six"")] children.</B>","<B>你成长的家庭是[pick(50;""getting by"", 25;""impoverished"", 25;""starving"")]，你是[pick(10;""two"", 20;""three"", 30;""four"", 20;""five"", 20;""six"")]个孩子中的一员。</B>",translated,
e163aaa5,datums/emergency_calls/upp.dm,11,to_chat,"<B>You come from a long line of [pick(50;""pirates"", 25;""renegades"", 25;""rogue soldiers"")] and quickly joined the local band to improve your living conditions.</B>","<B>你出身于[pick(50;""pirates"", 25;""renegades"", 25;""rogue soldiers"")]世家，为了改善生活条件，很快就加入了当地的海军陆战队。",translated,
e6eff1fb,datums/emergency_calls/upp.dm,15,to_chat,"You speak in a language that humans cannot understand, only you and your fellow pirates can.<br>Type in <b>\"",0 <text>\"" in the say verb</b> to speak in Galactic Common.<br>Type in <b>\"";,0 <text>\"" in the say verb</b> to commincate the radio in Galactic Common.","你使用的语言人类无法理解，只有你和你的海盗同伴能听懂。<br>在发言动词中输入<b>"",0 <text>""</b>即可使用银河通用语交流。<br>在发言动词中输入<b>"";,0 <text>""</b>即可通过无线电使用银河通用语通讯。",translated,
1b81f58c,datums/emergency_calls/upp.dm,41,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are the leader of the USL pirate band in responding to the TGMC distress signal sent nearby. Let your squadmates march to battle, for the USL!"")]</p>","<p style='font-size:1.5em'>[span_notice(""You are the leader of the USL pirate band in responding to the TGMC distress signal sent nearby. Let your squadmates march to battle, for the USL!"")]</p>",translated,
