id,file,line,context,original,translation,status,error
05d42f4e,_onclick/hud/rendering/plane_masters/plane_master_subtypes.dm,472,name,Escape Menu,,pending,
7bb0f9db,_onclick/hud/rendering/render_plate.dm,29,name,Default rendering plate,,pending,
756d3b94,_onclick/hud/rendering/render_plate.dm,34,name,Master rendering plate,,pending,
64a1cd92,_onclick/hud/rendering/render_plate.dm,73,name,Game rendering plate,,pending,
365d3edf,_onclick/hud/rendering/render_plate.dm,110,name,Unmasked Game rendering plate,,pending,
feb491a8,_onclick/hud/rendering/render_plate.dm,143,name,FOV Game rendering plate,,pending,
6efa9c56,_onclick/hud/rendering/render_plate.dm,181,name,Transparent plate,,pending,
e486405c,_onclick/hud/rendering/render_plate.dm,195,name,Game world plate,,pending,
36931c0e,_onclick/hud/rendering/render_plate.dm,211,name,Lighting plate,,pending,
f466b0cf,_onclick/hud/rendering/render_plate.dm,306,name,Emissive Plate,,pending,
08b08573,_onclick/hud/rendering/render_plate.dm,328,name,Light Mask,,pending,
b49af4b0,_onclick/hud/rendering/render_plate.dm,375,name,Non-Game rendering plate,,pending,
3473f1d0,_onclick/hud/rendering/render_plate.dm,381,name,Turf lighting post-processing plate,,pending,
08a801b6,_onclick/hud/rendering/render_plate.dm,389,name,Emissive bloom mask plate,,pending,
f443ebdb,_onclick/hud/rendering/render_plate.dm,399,name,Emissive bloom plate,,pending,
297a0da4,_onclick/hud/rendering/render_plate.dm,415,name,Lit game rendering plate,,pending,
2126d7ba,_onclick/hud/screen_objects/menu_text_objects.dm,63,to_chat,"The game is still setting up, please try again later.",,pending,
94246c73,_onclick/hud/screen_objects/screen_objects.dm,528,balloon_alert,stamina buffer:[(-living_user.getStaminaLoss() * 100 / living_user.max_stamina)]%,,pending,
d0d7dda8,_onclick/hud/screen_objects/screen_objects.dm,530,balloon_alert,you have [living_user.getStaminaLoss()] stamina loss,,pending,
516c370b,_onclick/hud/screen_objects/screen_objects.dm,80,name,swap hand,,pending,
5a15bf90,_onclick/hud/screen_objects/screen_objects.dm,99,name,crafting menu,,pending,
3ab8f8f0,_onclick/hud/screen_objects/screen_objects.dm,106,name,language menu,,pending,
de8a51e3,_onclick/hud/screen_objects/screen_objects.dm,148,name,l_hand,,pending,
bf549de4,_onclick/hud/screen_objects/screen_objects.dm,166,name,r_hand,,pending,
75b15eac,_onclick/hud/screen_objects/screen_objects.dm,178,name,close,,pending,
e12e9e5d,_onclick/hud/screen_objects/screen_objects.dm,191,name,intent,,pending,
6adf2ba6,_onclick/hud/screen_objects/screen_objects.dm,219,name,run/walk toggle,,pending,
a55155b8,_onclick/hud/screen_objects/screen_objects.dm,245,name,rest,,pending,
f527a628,_onclick/hud/screen_objects/screen_objects.dm,265,name,stop pulling,,pending,
05e4980e,_onclick/hud/screen_objects/screen_objects.dm,289,name,resist,,pending,
398a429e,_onclick/hud/screen_objects/screen_objects.dm,305,name,storage,,pending,
5779ec86,_onclick/hud/screen_objects/screen_objects.dm,358,name,throw/catch,,pending,
ecd4602d,_onclick/hud/screen_objects/screen_objects.dm,372,name,damage zone,,pending,
a632e0bb,_onclick/hud/screen_objects/screen_objects.dm,490,name,health,,pending,
f38169eb,_onclick/hud/screen_objects/screen_objects.dm,501,name,stamina,,pending,
bdbcad5d,_onclick/hud/screen_objects/screen_objects.dm,577,name,Hide Buttons,,pending,
35af73e6,_onclick/hud/screen_objects/screen_objects.dm,588,name,Show Buttons,,pending,
f830c63c,_onclick/hud/screen_objects/screen_objects.dm,591,name,Hide Buttons,,pending,
ff96502a,_onclick/hud/screen_objects/screen_objects.dm,597,name,sl locator,,pending,
6c7c7454,_onclick/hud/screen_objects/screen_objects.dm,605,name,drop,,pending,
6b1dc632,_onclick/hud/screen_objects/screen_objects.dm,615,name,toggle inventory,,pending,
bb802607,_onclick/hud/screen_objects/screen_objects.dm,640,name,ammo,,pending,
3061cb76,_onclick/hud/screen_objects/screen_objects.dm,769,name,hive leader tracker arrow,,pending,
179bbb26,_onclick/hud/screen_objects/screen_objects.dm,774,name,Hive damaged tracker arrow,,pending,
b6ef11af,_onclick/hud/screen_objects/screen_objects.dm,779,name,Turret attacking arrow,,pending,
cffbdbee,_onclick/hud/screen_objects/screen_objects.dm,784,name,attack order arrow,,pending,
23619263,_onclick/hud/screen_objects/screen_objects.dm,789,name,Rally order arrow,,pending,
d1bc867c,_onclick/hud/screen_objects/screen_objects.dm,794,name,Defend order arrow,,pending,
6c2ae219,_onclick/hud/screen_objects/screen_objects.dm,799,name,hunter mark arrow,,pending,
e3e984d2,_onclick/hud/xeno/xeno.dm,10,name,toggle night vision,,pending,
4f207445,_onclick/hud/xeno/xeno.dm,35,name,queen locator (click for hive status),,pending,
4f8d99df,_onclick/hud/xeno/xeno.dm,48,name,plasma stored,,pending,
edc9cbac,_onclick/human.dm,14,to_chat,You can't bite your hand again yet...,,pending,
9066253f,_onclick/human.dm,57,to_chat,"<span class='notice'>You try to move your [temp.display_name], but cannot!",,pending,
1561b46f,_onclick/item_attack.dm,116,to_chat,[attached_clamp.linked_powerloader] cannot pick up [src]!,,pending,
2e08ff9f,_onclick/item_attack.dm,120,to_chat,[src] is bolted to the ground.,,pending,
e15b8199,_onclick/item_attack.dm,246,to_chat,"You can't drop [attached_clamp.loaded] here, [blocky_stuff] blocks the way.",,pending,
0b9be5bd,_onclick/item_attack.dm,251,to_chat,"You can't drop [attached_clamp.loaded] here, something blocks the way.",,pending,
0c8506ab,_onclick/item_attack.dm,257,to_chat,"You can't drop [attached_clamp.loaded] here, [blocky_stuff] blocks the way.",,pending,
597e5cf3,_onclick/item_attack.dm,262,to_chat,"You can't drop [attached_clamp.loaded] here, something blocks the way.",,pending,
f7919aae,_onclick/item_attack.dm,268,to_chat,"You can't drop [attached_clamp.loaded] here, [blocky_stuff] blocks the way.",,pending,
fc89533a,_onclick/item_attack.dm,99,visible_message,[user] hits [src] with [attacking_item]!,,pending,
ae77f63a,_onclick/item_attack.dm,127,visible_message,[user] grabs [attached_clamp.loaded] with [attached_clamp].,,pending,
c7a91290,_onclick/item_attack.dm,271,visible_message,[user] drops [attached_clamp.loaded] onto [src].,,pending,
8729553b,_onclick/item_attack.dm,9,balloon_alert,can't while prone!,,pending,
ca425466,_onclick/telekinesis.dm,175,balloon_alert,it's too far!,,pending,
d9d00d3d,_onclick/telekinesis.dm,83,name,Telekinetic Grab,,pending,
8872d805,_onclick/telekinesis.dm,84,desc,Magic,,pending,
24ab2bb0,_onclick/ventcrawl.dm,26,to_chat,You must be conscious to do this!,,pending,
978b51dc,_onclick/ventcrawl.dm,63,to_chat,You can't crawl around in the ventilation ducts with items!,,pending,
f28eca90,_onclick/ventcrawl.dm,76,to_chat,This ventilation duct is not connected to anything!,,pending,
60f23b79,_onclick/ventcrawl.dm,51,visible_message,[stealthy ? ,,pending,
d77517a7,_onclick/ventcrawl.dm,67,visible_message,[stealthy ? ,,pending,
d46ac799,_onclick/ventcrawl.dm,12,balloon_alert,no pipes in range!,,pending,
6ef29047,_onclick/xeno.dm,5,balloon_alert,unreachable!,,pending,
5a1e9370,controllers/admin.dm,3,name,Initializing...,,pending,
969dc1c5,controllers/configuration/configuration.dm,2,name,Configuration,,pending,
1ea19bb1,controllers/failsafe.dm,71,to_chat,"ERROR: The Master Controller code stack has exited unexpectedly, Restarting...",,pending,
ef48bae4,controllers/failsafe.dm,76,to_chat,MC restarted successfully,,pending,
80c8cb8e,controllers/failsafe.dm,79,to_chat,"ERROR: DEFCON [defcon_pretty()]. Could not restart MC, runtime encountered. I will silently keep retrying.",,pending,
be06d543,controllers/failsafe.dm,91,to_chat,Warning: DEFCON [defcon_pretty()]. The Master Controller has not fired in the last [(5-defcon) * processing_interval] ticks. Automatic restart in [processing_interval] ticks.,,pending,
7f3bdc32,controllers/failsafe.dm,95,to_chat,Warning: DEFCON [defcon_pretty()]. The Master Controller has still not fired within the last [(5-defcon) * processing_interval] ticks. Killing and restarting...,,pending,
7e256b3a,controllers/failsafe.dm,101,to_chat,MC restarted successfully,,pending,
f8dde340,controllers/failsafe.dm,104,to_chat,"ERROR: DEFCON [defcon_pretty()]. Could not restart MC, runtime encountered. I will silently keep retrying.",,pending,
260be47d,controllers/failsafe.dm,113,to_chat,MC restarted successfully,,pending,
30c7722a,controllers/failsafe.dm,142,to_chat,Failsafe recovered MC while in emergency state [defcon_pretty()],,pending,
fdb3c86f,controllers/failsafe.dm,158,to_chat,MC successfully recreated after recovering all subsystems!,,pending,
b8e6c1f3,controllers/failsafe.dm,172,to_chat,MC successfully recreated after deleting and recreating all subsystems!,,pending,
14aaaba4,controllers/failsafe.dm,10,name,Failsafe,,pending,
0b084c14,controllers/globals.dm,4,name,Global Variables,,pending,
30879871,controllers/master.dm,218,to_chat,Failed to locate subsystem.,,pending,
22367315,controllers/master.dm,302,to_chat,"The Master Controller is having some issues, we will need to re-initialize EVERYTHING",,pending,
8dcea023,controllers/master.dm,323,to_chat,Initializing subsystems...,,pending,
d9118efc,controllers/master.dm,410,to_chat,"<i>CRITICAL:</i> These subsystems have circular dependencies and cannot be initialized: [jointext(usr_msg, ",,pending,
e417cf8f,controllers/master.dm,446,to_chat,<i>[msg]</i>,,pending,
87874690,controllers/master.dm,13,name,Master,,pending,
51023980,controllers/subsystem.dm,6,name,fire coderbus,,pending,
0dbe0e29,controllers/subsystem/admin_verbs.dm,110,to_chat,You lack the permissions to do this.,,pending,
188f40f7,controllers/subsystem/admin_verbs.dm,4,name,Admin Verbs,,pending,
67eeebcb,controllers/subsystem/advanced_pathfinding.dm,2,name,Advanced Pathfinding,,pending,
a9e17289,controllers/subsystem/advanced_pathfinding.dm,147,name,AI goal,,pending,
37cf6c30,controllers/subsystem/advanced_pathfinding.dm,198,name,Ai zombie goal,,pending,
9b767c83,controllers/subsystem/advanced_pathfinding.dm,202,name,Ai human goal,,pending,
9cff07d7,controllers/subsystem/air.dm,2,name,Atmospherics,,pending,
4fbb7b3e,controllers/subsystem/ambience.dm,3,name,Ambience,,pending,
8fa386f8,controllers/subsystem/area_contents.dm,10,name,Area Contents,,pending,
08c1d524,controllers/subsystem/asset_loading.dm,5,name,Asset Loading,,pending,
f5cdde71,controllers/subsystem/assets.dm,2,name,Assets,,pending,
89edaf10,controllers/subsystem/atoms.dm,7,name,Atoms,,pending,
e85c8411,controllers/subsystem/aura.dm,3,name,Auras,,pending,
7f2eb332,controllers/subsystem/autofire.dm,19,name,Autofire,,pending,
ffb338ec,controllers/subsystem/autofire.dm,147,name,debug turret,,pending,
74da56b9,controllers/subsystem/autofire.dm,156,name,debug turret fast,,pending,
731becd7,controllers/subsystem/autofire.dm,160,name,debug turret super fast,,pending,
2843f82d,controllers/subsystem/autofire.dm,164,name,debug turret slow,,pending,
3d752588,controllers/subsystem/blackbox.dm,2,name,Blackbox,,pending,
90d86ad1,controllers/subsystem/chat.dm,7,name,Chat,,pending,
eda59aab,controllers/subsystem/codex.dm,2,name,Codex,,pending,
7bc75e6c,controllers/subsystem/dbcore.dm,369,to_chat,"A SQL error occurred during this operation, check the server logs.",,pending,
54adb04c,controllers/subsystem/dbcore.dm,2,name,Database,,pending,
f25398d9,controllers/subsystem/dcs.dm,2,name,Datum Component System,,pending,
1b5d4659,controllers/subsystem/direction.dm,5,name,Direction,,pending,
1cd17ab2,controllers/subsystem/discord.dm,32,name,Discord,,pending,
9ba1f5f4,controllers/subsystem/early_asset.dm,3,name,Early Assets,,pending,
c8a1db5c,controllers/subsystem/egrill.dm,2,name,Egrills,,pending,
094788b5,controllers/subsystem/evacuation.dm,158,visible_message,WARNING: Unable to cancel detonation. Please disarm all control rods.,,pending,
fd352bb1,controllers/subsystem/evacuation.dm,184,visible_message,WARNING: Unable to trigger detonation. Please arm all control rods.,,pending,
b83b9124,controllers/subsystem/evacuation.dm,2,name,Evacuation,,pending,
0b5e7ecd,controllers/subsystem/events.dm,2,name,Events,,pending,
54873b27,controllers/subsystem/excavation.dm,8,name,Excavation,,pending,
e4336d61,controllers/subsystem/explosions.dm,283,to_chat,"Please don't use explosions for flames-only, use flame_radius()",,pending,
67caeec3,controllers/subsystem/explosions.dm,288,to_chat,Stop using explosions for memes!,,pending,
ccfccc49,controllers/subsystem/explosions.dm,5,name,Explosions,,pending,
aa00574c,controllers/subsystem/garbage.dm,223,to_chat,## TESTING: GC: -- [ADMIN_VV(D)] | [type] was unable to be GC'd --,,pending,
ac0a087a,controllers/subsystem/garbage.dm,29,name,Garbage,,pending,
ea81db56,controllers/subsystem/greyscale.dm,2,name,Greyscale,,pending,
6a7e7866,controllers/subsystem/icon_smooth.dm,2,name,Icon Smoothing,,pending,
2117926a,controllers/subsystem/idlenpcpool.dm,2,name,Idling NPC Pool,,pending,
c5dc4805,controllers/subsystem/input.dm,2,name,Input,,pending,
0fc8bd2b,controllers/subsystem/job.dm,45,to_chat,"Error setting up jobs, no job datums found",,pending,
ecec24a7,controllers/subsystem/job.dm,306,to_chat,<b>You have failed to qualify for any job you desired.</b>,,pending,
a757480c,controllers/subsystem/job.dm,2,name,Jobs,,pending,
f2046205,controllers/subsystem/lighting.dm,2,name,Lighting,,pending,
394b255e,controllers/subsystem/loopingsound.dm,2,name,Sound Loops,,pending,
bde85c93,controllers/subsystem/machines.dm,2,name,Machines,,pending,
f3901d9a,controllers/subsystem/mapping.dm,97,to_chat,"Unable to load next or default map config, defaulting.",,pending,
599a3a2a,controllers/subsystem/mapping.dm,247,to_chat,<b>[X]</b>,,pending,
7169edb7,controllers/subsystem/mapping.dm,2,name,Mapping,,pending,
d4808128,controllers/subsystem/minimap/minimaps.dm,628,to_chat,You already have a minimap open!,,pending,
ed2408c0,controllers/subsystem/minimap/minimaps.dm,19,name,Minimaps,,pending,
227fdae4,controllers/subsystem/minimap/minimaps.dm,396,name,Minimap,,pending,
f152d3ec,controllers/subsystem/minimap/minimaps.dm,465,name,You are here,,pending,
c093945f,controllers/subsystem/minimap/minimaps.dm,513,name,go up,,pending,
6ac5a5cb,controllers/subsystem/minimap/minimaps.dm,535,name,go down,,pending,
2d994609,controllers/subsystem/minimap/minimaps.dm,559,name,Toggle Minimap,,pending,
9ed26451,controllers/subsystem/mobs.dm,2,name,Mobs,,pending,
c001a4ab,controllers/subsystem/modularmapping.dm,2,name,Modular Mapping,,pending,
4e6cef01,controllers/subsystem/monitor.dm,2,name,Monitor,,pending,
83914374,controllers/subsystem/mouse_entered.dm,3,name,MouseEntered,,pending,
fdd55693,controllers/subsystem/npcpool.dm,2,name,NPC Pool,,pending,
8a114c58,controllers/subsystem/overlays.dm,2,name,Overlay,,pending,
fe57c0d9,controllers/subsystem/parallax.dm,5,name,Parallax,,pending,
c8933cdc,controllers/subsystem/pathfinder.dm,2,name,Pathfinder,,pending,
c38594b7,controllers/subsystem/persistence/_persistence.dm,15,name,Persistence,,pending,
9ce120b0,controllers/subsystem/persistence/_persistence.dm,217,name,Old Earth,,pending,
34bea873,controllers/subsystem/persistence/_persistence.dm,232,name,Pulse Weapons,,pending,
252b211e,controllers/subsystem/persistence/_persistence.dm,247,name,Cold War,,pending,
384ca50e,controllers/subsystem/persistence/_persistence.dm,259,name,High Noon,,pending,
dfd82297,controllers/subsystem/persistence/_persistence.dm,274,name,SWAT and Terrorists,,pending,
3a0b3689,controllers/subsystem/persistence/_persistence.dm,291,name,Pumps,,pending,
e651c418,controllers/subsystem/persistence/_persistence.dm,300,name,Lever Actions,,pending,
db1e5bbb,controllers/subsystem/persistence/_persistence.dm,313,name,Default Heavy Weapons,,pending,
368b569a,controllers/subsystem/persistence/_persistence.dm,327,name,Fire and Forget Heavy Weapons,,pending,
bf5067dc,controllers/subsystem/persistence/_persistence.dm,337,name,Wall and Armor Shredder Weapons,,pending,
