id,file,line,context,original,translation,status,error
8fd28ef9,datums/emergency_calls/erp.dm,42,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are an ERP Boo-boo Kisser sent to entertain & prank at the TGMC distress signal location sent nearby. Use your anti-boo-boo equipment to keep your fellow pranksters alive & FUN!"")]</p>","<p style='font-size:1.5em'>[span_notice(""你是一名ERP恶作剧安抚员，被派往地球政府殖民地海军陆战队求救信号附近的地点进行娱乐和恶作剧。使用你的反恶作剧设备来让你的恶作剧伙伴们活着并保持乐趣！"")]</p>",translated,
55846bb8,datums/emergency_calls/erp.dm,47,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are an ERP Prankster sent to entertain & prank at the TGMC distress signal location sent nearby. Entertain your friends & prank sources of anti-fun!"")]</p>","<p style='font-size:1.5em'>[span_notice(""你是一名被派往地球政府殖民地海军陆战队求救信号附近地点进行娱乐和恶作剧的ERP恶作剧者。娱乐你的朋友们，并恶作剧那些扫兴的家伙！"")]</p>",translated,
3e252335,datums/emergency_calls/freelancers.dm,16,to_chat,"<B>You are part of a [pick(75;""distant"", 25;""close"")] family in a colony of [pick(25;""a space station"", 25;""Earth"", 50;""one of the many colonized planets"")].</b>","<B>你来自一个[pick(75;""遥远的"", 25;""关系紧密的"")]家庭，生活在[pick(25;""一座空间站"", 25;""地球"", 50;""众多殖民星球之一"")]的殖民地。</b>",translated,
179bd5d1,datums/emergency_calls/freelancers.dm,17,to_chat,"<B>However, due to [pick(""a famine"", ""a poverty"", ""a disease outbreak"", ""a small-scale disaster"", ""an uprising"", ""a mutiny"", ""the unbearable conditions"", ""the bad state"", ""the harsh opinion"")] in your colony, you abandoned her. You were then hired by [pick(""your cousin, who is a freelancer"", ""some freelancers"", ""a group of freelancers"", ""a squad of ex-military freelancers"", ""your long-lived companion, who is a freelancer"")] to be part of a freelance mercenary group.</b>","<B>然而，由于你的殖民地遭遇了[pick(""一场饥荒"", ""一场贫困"", ""一次疾病爆发"", ""一场小规模灾难"", ""一次起义"", ""一次兵变"", ""难以忍受的条件"", ""糟糕的状况"", ""严苛的舆论"")]，你抛弃了她。随后，你被[pick(""你那位身为自由佣兵的表亲"", ""一些自由佣兵"", ""一群自由佣兵"", ""一队前军事人员组成的自由佣兵"", ""你那位长寿的同伴，他是一名自由佣兵"")]雇佣，成为了一个自由佣兵团体的一员。</b>",translated,
b424ae21,datums/emergency_calls/icc.dm,48,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a trained member of the ICCGF, unlike most you are a dedicated infantryman, better known as a 'Guardsman'. You have been attached to this ICCN group to investigate the TGMC distress signal sent nearby. Be the vanguard of your squad!"")]</p>","<p style='font-size:1.5em'>[span_notice(""你是一名训练有素的ICCGF成员，与大多数人不同，你是一名专职步兵，更广为人知的称呼是'卫军士兵'。你被配属到这个ICCN小组，以调查附近发出的TGMC求救信号。成为你小队的先锋吧！"")]</p>",translated,
10aebd5f,datums/emergency_calls/imperium.dm,6,to_chat,"<B>You grew up [pick(""on Cadia, the guardsmen factory"", ""on Holy Terra, the cradle of the Imperium"")] to [pick(5;""a wealthy family of nobles, but you weren't as good as they wanted you to be, so they kicked you out"",95;""a poor family that let you go on your own after you reached mature age, you never saw them again"")].</B>","<B>你成长于[pick(""卡迪亚，那个卫军工厂"",""神圣泰拉，帝国的摇篮"")]，来自[pick(5;""一个富裕的贵族家庭，但你未能达到他们的期望，于是被逐出家门"",95;""一个贫困的家庭，在你成年后便让你自谋生路，从此再未相见"")]。</B>",translated,
08e2375f,datums/emergency_calls/imperium.dm,7,to_chat,"<B>You joined the Imperial Guard because [pick(""you had nothing to lose, so you went with the worst, at least you could be somewhat useful"", ""after having your life be nothing but misery, you decided to make it even worse"")].</B>","<B>你加入帝国卫队是因为[pick(""你已一无所有，索性选择了最糟的选项，至少还能有点用处"", ""在经历了只有苦难的人生后，你决定让它变得更糟"")]。</B>",translated,
b37e8c8f,datums/emergency_calls/imperium.dm,31,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a veteran of the Imperial Guard, a sergeant.\nYou lead your men to battle, and have fought many times."")] [span_danger(""FOR THE EMPEROR!"")]</p>","<p style='font-size:1.5em'>[span_notice(""你是一名帝国卫队的老兵，一名军士长。\n你带领你的士兵投入战斗，身经百战。"")] [span_danger(""为了皇帝！"")]</p>",translated,
4ab911af,datums/emergency_calls/imperium.dm,37,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a medicae of the Imperial Guard, a medic.\nYou help fellow guardsmen to live, and if they cannot be saved, you end their suffering."")] [span_danger(""FOR THE EMPEROR!"")]</p>","<p style='font-size:1.5em'>[span_notice(""你是一名帝国卫队的医疗兵，一名军医。\n你帮助战友们活下去，如果他们无法被拯救，你便终结他们的痛苦。"")] [span_danger(""为了帝皇！"")]</p>",translated,
02c76d70,datums/emergency_calls/imperium.dm,43,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a member of the Imperial Guard, a lowly guardsman.\nThere are many like you, but you are special in your own way.\n"")][span_danger(""FOR THE EMPEROR!"")]</p>","<p style='font-size:1.5em'>[span_notice(""你是帝国卫队的一员，一名卑微的卫军士兵。\n像你这样的人有很多，但你自有你的独特之处。\n"")][span_danger(""为了帝皇！"")]</p>",translated,
ca7c279c,datums/emergency_calls/pizza.dm,29,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a Zippy Pizza delivery person and are assigned by your employers to... deliver pizza on the ship via distress signal!"")]</p>","<p style='font-size:1.5em'>[span_notice(""你是一名Zippy披萨外卖员，你的雇主指派你……通过求救信号到这艘船上送披萨！"")]</p>",translated,
655710b3,datums/emergency_calls/pmc.dm,16,to_chat,"<B>After leaving your [pick(75;""distant"", 20;""close"", 5;""ever-lovingly close"")] [pick(""family"", ""friends"", ""band of friends"", ""friend group"", ""relatives"", ""cousins"")] [pick(""behind"", ""behind in safety"", ""behind secretly"", ""behind regrettably"")], you decided to join the ranks of a private military contracting group working for Nanotrasen.</b>","<B>在告别了您那[pick(75;""遥远的"", 20;""亲密的"", 5;""无比亲密的"")][pick(""家人"", ""朋友"", ""伙伴们"", ""朋友圈"", ""亲戚"", ""表亲们"")][pick(""之后"", ""让他们留在安全地带之后"", ""秘密离开他们之后"", ""怀着遗憾离开他们之后"")]，您决定加入一个为纳米传讯工作的私人军事承包团队。</b>",translated,
28a01651,datums/emergency_calls/pmc.dm,17,to_chat,"<B>Working there has proven to be [pick(50;""very"", 20;""somewhat"", 5;""astoundingly"")] profitable for you.</b>","<B>在那里工作对你来说[已选择(50;""非常"", 20;""还算"", 5;""惊人地"")]有利可图。</b>",translated,
2873b046,datums/emergency_calls/pmc.dm,18,to_chat,"<B>While you are [pick(""enlisted as"", ""officially"", ""part-time officially"", ""privately"")] [pick(""an employee"", ""a security officer"", ""an officer"")], much of your work is off the books. You work as a skilled rapid-response contractor.</b>","<B>虽然你[pick(""被征召为"", ""正式"", ""兼职正式"", ""私下"")][pick(""一名雇员"", ""一名安保人员"", ""一名军官"")]，但你的大部分工作都是非官方的。你是一名熟练的快速响应承包商。</b>",translated,
e5ed69a4,datums/emergency_calls/pmc.dm,45,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are the leader of this private military contractor team in responding to the TGMC distress signal sent out nearby. Address the situation and get your team to safety!"")]</p>","<p style='font-size:1.5em'>[span_notice(""你是这支私人军事承包商团队的领导者，负责响应附近发出的地球政府殖民地海军陆战队求救信号。应对当前局势，带领你的团队安全撤离！"")]</p>",translated,
b46b852f,datums/emergency_calls/pmc.dm,51,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a PMC heavy gunner assigned to this team to respond to the TGMC distress signal sent out nearby. Be the back guard of your squad!"")]</p>","<p style='font-size:1.5em'>[span_notice(""你是一名PMC重机枪手，被指派到这支队伍，以响应附近发出的地球政府殖民地海军陆战队求救信号。成为你小队的后卫！"")]</p>",translated,
9da81853,datums/emergency_calls/pmc.dm,58,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a PMC heavy sniper assigned to this team to respond to the TGMC distress signal sent out nearby. Support your squad with long ranged firepower!"")]</p>","<p style='font-size:1.5em'>[span_notice(""你是一名PMC重型狙击手，被指派到这支队伍，以响应附近发出的TGMC求救信号。用你的远程火力支援你的小队！"")]</p>",translated,
0b85c521,datums/emergency_calls/pmc.dm,64,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a private military contractor assigned to this team to respond to the TGMC distress signal sent out nearby. Assist your team and protect NT's interests whenever possible!"")]</p>","<p style='font-size:1.5em'>[span_notice(""你是一名私人军事承包商，被指派到这支队伍，以响应附近发出的地球政府殖民地海军陆战队求救信号。协助你的队伍，并尽可能保护纳米传讯的利益！"")]</p>",translated,
10898d71,datums/emergency_calls/sectoid.dm,38,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are the leader of this scouting expedition. You are able to use your stronger psionic powers to protect yourself from harm."")]</p>","<p style='font-size:1.5em'>[span_notice(""你是这次侦察行动的领导者。你能够运用更强大的灵能力量来保护自己免受伤害。"")]</p>",translated,
ab6fc7c2,datums/emergency_calls/sectoid.dm,44,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a psionic warrior, with moderate psionic potential."")]</p>","<p style='font-size:1.5em'>[span_notice(""你是一名灵能战士，拥有中等的灵能潜力。"")]</p>",translated,
1c64ebc0,datums/emergency_calls/sectoid.dm,50,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a grunt, with limited psionic potential."")]</p>","<p style='font-size:1.5em'>[span_notice(""你是一名普通士兵，灵能潜力有限。"")]</p>",translated,
b294a1c9,datums/emergency_calls/skeleton.dm,34,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are the skeleton-in-chief. Lead your long-dead comrades to un-undeath or glory."")]</p>","<p style='font-size:1.5em'>[span_notice(""你是骷髅总帅。带领你早已死去的战友们走向非非死亡或荣耀。"")]</p>",translated,
8252cc62,datums/emergency_calls/skeleton.dm,39,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a skeleton, with cool bones and stuff."")]</p>","<p style='font-size:1.5em'>[span_notice(""你是一具骷髅，有着酷酷的骨头之类的。"")]</p>",translated,
59f96036,datums/emergency_calls/sons_of_mars_breachers.dm,10,to_chat,"<B>You [pick(""grew up in the mines working in horrible conditions until signing up to"", ""were part of a poor family until you decided to leave to join"", ""were born on a colony on Mars to a family of several brothers and sisters before leaving to"", ""worked at horrible conditions in the mines until deciding to leave to join"", ""have a proud family tradition of military service so enrolled as early as possible to serve"")] the Sons of Mars (SoM).</b>","<B>你[pick(""在恶劣的矿场环境中长大，直到签约加入"", ""出身贫寒家庭，直到决定离开并加入"", ""出生在火星殖民地的一个多兄弟姐妹家庭，之后离开并"", ""在恶劣的矿场条件下工作，直到决定离开并加入"", ""拥有光荣的家族从军传统，因此尽早入伍服役于"")]火星之子（SoM）。</b>",translated,
bc335c7d,datums/emergency_calls/sons_of_mars_breachers.dm,11,to_chat,"<B>Due to your [pick(""marked distinction in combat"", ""ruthless record fighting against TGMC"", ""family's connections"", ""previous failures in combat"")] you have been assigned to the 5th Special Assault Force of the SOM.</b>","<B>由于你[pick(""在战斗中表现突出"", ""对抗TGMC的冷酷记录"", ""家族关系"", ""先前在战斗中的失利"")]，你已被分配到SOM第五特种突击部队。</b>",translated,
12aaadb7,datums/emergency_calls/sons_of_mars_breachers.dm,42,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a member of the Sons of Mars assigned to lead this elite breaching team, sent to response to the TGMC distress signal sent out nearby. Lead your team with conviction and crush the Terra Gov scum!"")]</p>","<p style='font-size:1.5em'>[span_notice(""你是火星之子的一员，奉命领导这支精英破门小队，前来响应附近发出的TGMC求救信号。带着信念领导你的队伍，碾碎地球政府的渣滓！"")]</p>",translated,
97333a4e,datums/emergency_calls/sons_of_mars_breachers.dm,47,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a Sons of Mars medic assigned to this elite breaching team, sent to response to the TGMC distress signal sent out nearby. Keep your squad alive in this fight!"")]</p>","<p style='font-size:1.5em'>[span_notice(""你是一名被指派到这支精英突击队的火星之子医疗兵，奉命前来响应附近发出的地球政府殖民地海军陆战队求救信号。在这场战斗中，务必让你的小队存活下来！"")]</p>",translated,
c3b45744,datums/emergency_calls/sons_of_mars_breachers.dm,53,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a veteran of the Sons of Mars trusted with specialised weaponry. You are assigned to this elite breaching team, sent to response to the TGMC distress signal sent out nearby. Do them proud and kill all who stand in your way!"")]</p>","<p style='font-size:1.5em'>[span_notice(""你是一名备受信赖、配备特种武器的火星之子老兵。你被指派加入这支精英破袭小队，前来响应附近发出的地球政府殖民地海军陆战队求救信号。为他们争光，消灭所有挡路者！"")]</p>",translated,
f070aafa,datums/emergency_calls/sonsofmars.dm,11,to_chat,"<B>You [pick(""grew up in the mines working in horrible conditions until signing up to"", ""were part of a poor family until you decided to leave to join"", ""were born on a colony on Mars to a family of several brothers and sisters before leaving to"", ""worked at horrible conditions in the mines until deciding to leave to join"")] the Sons of Mars (SoM).</b>","<B>你[pick(""在恶劣的矿场环境中长大，直到签约加入"", ""出身贫寒家庭，直到你决定离开并加入"", ""出生在火星殖民地的一个多兄弟姐妹家庭，之后离开并"", ""在恶劣的矿场条件下工作，直到决定离开并加入"")]了火星之子（SoM）。</b>",translated,
480f0c95,datums/emergency_calls/sonsofmars.dm,41,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a member of the Sons of Mars assigned to lead this fireteam to the TGMC distress signal sent out nearby. Lead your fireteam to top-working conidition!"")]</p>","<p style='font-size:1.5em'>[span_notice(""你是火星之子的一员，奉命率领这支火力小组前往附近地球政府殖民地海军陆战队发出的求救信号。带领你的火力小组进入最佳工作状态！"")]</p>",translated,
bad70c6d,datums/emergency_calls/sonsofmars.dm,46,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a Sons of Mars medic assigned to this fireteam to respond to the TGMC distress signal sent out nearby. Keep your squad alive in this fight!"")]</p>","<p style='font-size:1.5em'>[span_notice(""你是一名火星之子医疗兵，被指派到这个火力小组，以响应附近发出的地球政府殖民地海军陆战队求救信号。在这场战斗中，务必让你的小队活下去！"")]</p>",translated,
71f62075,datums/emergency_calls/sonsofmars.dm,52,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a veteran of the Sons of Mars trusted with specialised weaponry. You are assigned to this fireteam to respond to the TGMC distress signal sent out nearby. Do them proud and kill all who stand in your teams way!"")]</p>","<p style='font-size:1.5em'>[span_notice(""你是一名备受信赖、配备特种武器的火星之子老兵。你被指派加入这支火力小组，以响应附近发出的地球政府殖民地海军陆战队求救信号。为他们争光，消灭所有阻挡你小队前进的敌人！"")]</p>",translated,
b6626d7b,datums/emergency_calls/sonsofmars.dm,58,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a veteran of the Sons of Mars and are assigned to this fireteam to respond to the TGMC distress signal sent out nearby. Do them proud and kill all who stand in your teams way!"")]</p>","<p style='font-size:1.5em'>[span_notice(""你是一名火星之子的老兵，被指派到这个火力小组来响应附近发出的地球政府殖民地海军陆战队求救信号。为他们争光，消灭所有阻挡你小队前进的敌人！"")]</p>",translated,
a465a59a,datums/emergency_calls/special_forces.dm,40,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are the specially trained drone operator of this special force group directed to investigate the TGMC distress signal sent nearby. Don't let you and your team's guard down!"")]</p>","<p style='font-size:1.5em'>[span_notice(""你是这支奉命调查附近地球政府殖民地海军陆战队求救信号的特种部队中，受过专门训练的工蜂操作员。不要让你和你的团队放松警惕！"")]</p>",translated,
e231cd01,datums/emergency_calls/special_forces.dm,46,to_chat,"<p style='font-size:1.5em'>[span_notice(""You are a specially trained member of this special force group directed to investigate the TGMC distress signal sent nearby. Be the vanguard of your squad!"")]</p>","<p style='font-size:1.5em'>[span_notice(""你是这支奉命调查附近地球政府殖民地海军陆战队求救信号的特种部队中受过特殊训练的成员。成为你小队的先锋！"")]</p>",translated,
52e1d825,datums/emergency_calls/upp.dm,9,to_chat,"<B>You grew up on [pick(50;""an asteriod"", 25;""a famished colony"", 25;""a classified station"")] with [pick(75;""few"", 25;""some"")] belongings or luxuries.</B>","<B>你在[pick(50;""一颗小行星"", 25;""一个贫瘠的殖民地"", 25;""一座保密的空间站"")]上长大，拥有[pick(75;""很少"", 25;""一些"")]财产或奢侈品。</B>",translated,
96393fe8,datums/emergency_calls/upp.dm,10,to_chat,"<B>The family you grew up with were [pick(50;""getting by"", 25;""impoverished"", 25;""starving"")] and you were one of [pick(10;""two"", 20;""three"", 30;""four"", 20;""five"", 20;""six"")] children.</B>","<B>你成长的家庭[prob(50) ? ""勉强维持生计"" : prob(25) ? ""一贫如洗"" : ""食不果腹""]，你是[prob(10) ? ""两个"" : prob(20) ? ""三个"" : prob(30) ? ""四个"" : prob(20) ? ""五个"" : ""六个""]孩子之一。</B>",translated,
